,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10
T0020,24.7833666666667,18.0242666666667,20.2773,20.2773,20.2773,18.0242666666667,18.0242666666667,18.0242666666667,18.0242666666667,49.5667333333334
T0021,19.7058,19.7058,19.7058,19.7058,24.0848666666667,24.0848666666667,21.8953333333333,21.8953333333333,21.8953333333333,26.2744
T0022,23.4248666666667,21.2953333333333,19.1658,21.2953333333333,21.2953333333333,21.2953333333333,17.0362666666667,21.2953333333333,17.0362666666667,29.8134666666667
T0023,19.2523333333333,15.4018666666667,15.4018666666667,15.4018666666667,15.4018666666667,19.2523333333333,17.3271,19.2523333333333,21.1775666666667,34.6542
T0024,14.3901333333333,16.1889,14.3901333333333,19.7864333333333,19.7864333333333,16.1889,19.7864333333333,17.9876666666667,19.7864333333333,21.5852
T0025,17.7526666666667,19.5279333333333,17.7526666666667,14.2021333333333,17.7526666666667,19.5279333333333,19.5279333333333,14.2021333333333,19.5279333333333,17.7526666666667
T0026,19.3812666666667,14.0954666666667,19.3812666666667,14.0954666666667,19.3812666666667,15.8574,15.8574,17.6193333333333,19.3812666666667,21.1432
T0027,14.2208,14.2208,17.776,17.776,19.5536,15.9984,17.776,19.5536,19.5536,21.3312
T0028,19.3603666666667,19.3603666666667,17.6003333333333,19.3603666666667,15.8403,17.6003333333333,17.6003333333333,14.0802666666667,14.0802666666667,21.1204
T0029,18.2426666666667,20.0669333333333,20.0669333333333,14.5941333333333,20.0669333333333,14.5941333333333,16.4184,18.2426666666667,16.4184,23.7154666666667
T0030,19.3586666666667,21.2945333333333,15.4869333333333,15.4869333333333,19.3586666666667,15.4869333333333,15.4869333333333,17.4228,17.4228,36.7814666666667
T0031,20.938,16.7504,16.7504,16.7504,23.0318,23.0318,18.8442,20.938,18.8442,33.5008
T0032,19.5756,17.4005333333333,23.9257333333333,17.4005333333333,21.7506666666667,17.4005333333333,17.4005333333333,17.4005333333333,17.4005333333333,47.8514666666667
T0033,19.7373,17.5442666666667,17.5442666666667,24.1233666666667,21.9303333333333,19.7373,19.7373,17.5442666666667,17.5442666666667,43.8606666666667
T0034,18.1042666666667,20.3673,22.6303333333333,20.3673,24.8933666666667,20.3673,20.3673,22.6303333333333,20.3673,36.2085333333334
T0035,25.7590666666667,25.7590666666667,25.7590666666667,18.7338666666667,23.4173333333333,18.7338666666667,21.0756,23.4173333333333,21.0756,30.4425333333334
T0036,18.5296,25.4782,25.4782,18.5296,18.5296,20.8458,18.5296,18.5296,25.4782,41.6916
T0037,23.1256666666667,25.4382333333333,23.1256666666667,18.5005333333333,23.1256666666667,20.8131,20.8131,20.8131,23.1256666666667,32.3759333333333
T0038,18.8472,18.8472,18.8472,18.8472,25.9149,21.2031,23.559,21.2031,23.559,44.7621
T0039,20.2131,24.7049,22.459,22.459,20.2131,17.9672,17.9672,22.459,22.459,33.6885
T0040,22.9923333333333,18.3938666666667,18.3938666666667,22.9923333333333,25.2915666666667,22.9923333333333,20.6931,22.9923333333333,22.9923333333333,32.1892666666667
T0041,25.1449,22.859,20.5731,25.1449,20.5731,22.859,25.1449,22.859,18.2872,25.1449
T0042,23.2923333333333,25.6215666666667,25.6215666666667,20.9631,25.6215666666667,20.9631,20.9631,20.9631,18.6338666666667,30.2800333333334
T0043,18.6605333333333,25.6582333333333,23.3256666666667,25.6582333333333,18.6605333333333,23.3256666666667,23.3256666666667,20.9931,23.3256666666667,30.3233666666667
T0044,18.3938666666667,22.9923333333333,20.6931,20.6931,18.3938666666667,20.6931,25.2915666666667,22.9923333333333,18.3938666666667,41.3862
T0045,24.7049,20.2131,24.7049,20.2131,20.2131,20.2131,17.9672,22.459,24.7049,29.1967
T0046,17.7485333333333,19.9671,24.4042333333333,19.9671,17.7485333333333,19.9671,19.9671,17.7485333333333,17.7485333333333,46.5899
T0047,16.3349333333333,22.4605333333333,20.4186666666667,20.4186666666667,18.3768,22.4605333333333,16.3349333333333,18.3768,16.3349333333333,32.6698666666667
T0048,21.5790666666667,21.5790666666667,17.6556,21.5790666666667,15.6938666666667,19.6173333333333,21.5790666666667,19.6173333333333,15.6938666666667,21.5790666666667
T0049,21.1438333333333,19.2216666666667,17.2995,17.2995,21.1438333333333,17.2995,19.2216666666667,17.2995,17.2995,24.9881666666667
T0050,21.3198333333333,19.3816666666667,21.3198333333333,17.4435,15.5053333333333,17.4435,15.5053333333333,19.3816666666667,15.5053333333333,31.0106666666667
T0051,21.7231666666667,21.7231666666667,15.7986666666667,21.7231666666667,15.7986666666667,21.7231666666667,21.7231666666667,15.7986666666667,21.7231666666667,19.7483333333334
T0052,15.7738666666667,19.7173333333333,21.6890666666667,15.7738666666667,17.7456,15.7738666666667,19.7173333333333,15.7738666666667,17.7456,37.4629333333334
T0053,15.964,17.9595,19.955,21.9505,19.955,21.9505,17.9595,17.9595,21.9505,23.946
T0054,16.7354666666667,18.8274,20.9193333333333,18.8274,16.7354666666667,20.9193333333333,18.8274,16.7354666666667,23.0112666666667,37.6548
T0055,22.124,17.6992,22.124,22.124,19.9116,24.3364,19.9116,22.124,17.6992,33.186
T0056,25.6982,18.6896,25.6982,18.6896,18.6896,25.6982,21.0258,25.6982,23.362,30.3706
T0057,21.2358,18.8762666666667,25.9548666666667,18.8762666666667,21.2358,18.8762666666667,21.2358,18.8762666666667,23.5953333333333,47.1906666666667
T0058,24.1286666666667,21.7158,21.7158,26.5415333333333,19.3029333333333,19.3029333333333,24.1286666666667,19.3029333333333,26.5415333333333,38.6058666666667
T0059,19.6978666666667,19.6978666666667,24.6223333333333,19.6978666666667,22.1601,27.0845666666667,22.1601,19.6978666666667,19.6978666666667,51.7069
T0060,20.7645333333333,28.5512333333333,25.9556666666667,20.7645333333333,25.9556666666667,23.3601,20.7645333333333,25.9556666666667,28.5512333333333,38.9335
T0061,20.1488,25.186,27.7046,25.186,20.1488,22.6674,27.7046,20.1488,25.186,37.779
T0062,25.089,27.5979,25.089,25.089,22.5801,22.5801,22.5801,25.089,27.5979,27.5979
T0063,19.7242666666667,19.7242666666667,19.7242666666667,19.7242666666667,19.7242666666667,22.1898,27.1208666666667,27.1208666666667,22.1898,49.3106666666667
T0064,24.724,22.2516,19.7792,27.1964,24.724,27.1964,27.1964,27.1964,27.1964,19.7792
T0065,19.4592,19.4592,26.7564,26.7564,26.7564,24.324,26.7564,19.4592,24.324,29.1888
T0066,21.888,26.752,19.456,24.32,21.888,21.888,21.888,26.752,21.888,36.48
T0067,26.7512666666667,21.8874,21.8874,26.7512666666667,26.7512666666667,19.4554666666667,21.8874,21.8874,21.8874,34.0470666666667
T0068,27.0097666666667,27.0097666666667,24.5543333333333,27.0097666666667,24.5543333333333,24.5543333333333,24.5543333333333,24.5543333333333,22.0989,19.6434666666667
T0069,24.9523333333333,24.9523333333333,27.4475666666667,22.4571,27.4475666666667,24.9523333333333,27.4475666666667,19.9618666666667,24.9523333333333,24.9523333333334
T0070,19.1330666666667,19.1330666666667,23.9163333333333,21.5247,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,21.5247,38.2661333333334
T0071,17.2474666666667,19.4034,21.5593333333333,21.5593333333333,19.4034,21.5593333333333,21.5593333333333,17.2474666666667,23.7152666666667,32.339
T0072,16.2608,20.326,20.326,20.326,22.3586,20.326,22.3586,16.2608,20.326,24.3912
T0073,22.3586,22.3586,16.2608,18.2934,18.2934,16.2608,22.3586,18.2934,16.2608,32.5216
T0074,16.2341333333333,20.2926666666667,20.2926666666667,20.2926666666667,20.2926666666667,22.3219333333333,16.2341333333333,18.2634,20.2926666666667,28.4097333333334
T0075,22.1800333333333,16.1309333333333,22.1800333333333,16.1309333333333,20.1636666666667,22.1800333333333,18.1473,18.1473,22.1800333333333,24.1964
T0076,16.1829333333333,22.2515333333333,20.2286666666667,16.1829333333333,22.2515333333333,20.2286666666667,22.2515333333333,18.2058,20.2286666666667,24.2744
T0077,19.0095,16.8973333333333,16.8973333333333,19.0095,19.0095,19.0095,19.0095,19.0095,19.0095,44.3555
T0078,18.1997333333333,18.1997333333333,22.7496666666667,18.1997333333333,20.4747,22.7496666666667,25.0246333333333,25.0246333333333,25.0246333333333,31.8495333333333
T0079,21.5247,19.1330666666667,26.3079666666667,19.1330666666667,21.5247,21.5247,19.1330666666667,26.3079666666667,21.5247,43.0494
T0080,22.1226,22.1226,27.0387333333333,22.1226,27.0387333333333,27.0387333333333,27.0387333333333,22.1226,22.1226,27.0387333333334
T0081,20.1490666666667,20.1490666666667,27.7049666666667,22.6677,22.6677,20.1490666666667,20.1490666666667,25.1863333333333,22.6677,50.3726666666667
T0082,21.2978666666667,26.6223333333333,21.2978666666667,29.2845666666667,21.2978666666667,26.6223333333333,29.2845666666667,21.2978666666667,21.2978666666667,47.9202
T0083,26.624,23.9616,21.2992,21.2992,29.2864,21.2992,21.2992,29.2864,26.624,45.2608
T0084,22.6671,27.7042333333333,25.1856666666667,27.7042333333333,27.7042333333333,22.6671,22.6671,25.1856666666667,22.6671,27.7042333333334
T0085,19.0557333333333,23.8196666666667,26.2016333333333,19.0557333333333,21.4377,26.2016333333333,26.2016333333333,23.8196666666667,23.8196666666667,28.5836
T0086,23.5206666666667,23.5206666666667,23.5206666666667,21.1686,21.1686,21.1686,18.8165333333333,25.8727333333333,23.5206666666667,32.9289333333334
T0087,21.738,24.1533333333333,26.5686666666667,26.5686666666667,26.5686666666667,24.1533333333333,21.738,21.738,26.5686666666667,21.738
T0088,19.7234666666667,22.1889,22.1889,19.7234666666667,19.7234666666667,27.1197666666667,22.1889,19.7234666666667,19.7234666666667,54.2395333333333
T0089,22.7016,25.224,20.1792,27.7464,25.224,22.7016,27.7464,25.224,20.1792,35.3136
T0090,20.4712,20.4712,28.1479,20.4712,20.4712,28.1479,25.589,28.1479,25.589,38.3835
T0091,20.4445333333333,25.5556666666667,28.1112333333333,28.1112333333333,28.1112333333333,23.0001,20.4445333333333,28.1112333333333,25.5556666666667,28.1112333333334
T0092,22.9101,28.0012333333333,20.3645333333333,28.0012333333333,28.0012333333333,20.3645333333333,28.0012333333333,22.9101,20.3645333333333,35.6379333333334
T0093,24.9223333333333,24.9223333333333,22.4301,19.9378666666667,22.4301,22.4301,27.4145666666667,27.4145666666667,24.9223333333333,32.3990333333333
T0094,19.2688,21.6774,26.4946,19.2688,24.086,19.2688,24.086,19.2688,21.6774,45.7634
T0095,17.832,22.29,22.29,17.832,20.061,22.29,20.061,20.061,22.29,37.893
T0096,22.5833666666667,18.4773,22.5833666666667,22.5833666666667,20.5303333333333,22.5833666666667,20.5303333333333,16.4242666666667,16.4242666666667,22.5833666666667
T0097,19.897,17.9073,21.8867,19.897,19.897,15.9176,21.8867,15.9176,21.8867,23.8764
T0098,17.7609,19.7343333333333,15.7874666666667,21.7077666666667,15.7874666666667,17.7609,15.7874666666667,17.7609,15.7874666666667,39.4686666666667
T0099,20.097,20.097,20.097,22.1067,18.0873,20.097,16.0776,16.0776,22.1067,26.1261
T0100,16.6890666666667,16.6890666666667,18.7752,18.7752,16.6890666666667,18.7752,18.7752,18.7752,16.6890666666667,47.9810666666667
T0101,21.3303333333333,23.4633666666667,23.4633666666667,21.3303333333333,23.4633666666667,19.1973,17.0642666666667,19.1973,23.4633666666667,21.3303333333333
T0102,20.3259,20.3259,20.3259,22.5843333333333,22.5843333333333,24.8427666666667,22.5843333333333,24.8427666666667,18.0674666666667,29.3596333333334
T0103,21.2577,23.6196666666667,18.8957333333333,18.8957333333333,21.2577,23.6196666666667,21.2577,21.2577,21.2577,44.8773666666667
T0104,27.1146333333333,22.1847,27.1146333333333,19.7197333333333,22.1847,19.7197333333333,19.7197333333333,22.1847,22.1847,44.3694
T0105,22.2168,24.6853333333333,19.7482666666667,22.2168,19.7482666666667,19.7482666666667,19.7482666666667,22.2168,22.2168,54.3077333333334
T0106,25.5543333333333,28.1097666666667,25.5543333333333,22.9989,28.1097666666667,20.4434666666667,25.5543333333333,22.9989,25.5543333333333,30.6652
T0107,23.4816,28.6997333333333,20.8725333333333,20.8725333333333,28.6997333333333,20.8725333333333,20.8725333333333,26.0906666666667,23.4816,46.9632
T0108,27.3815666666667,27.3815666666667,24.8923333333333,27.3815666666667,27.3815666666667,24.8923333333333,19.9138666666667,24.8923333333333,19.9138666666667,24.8923333333334
T0109,24.5853333333333,24.5853333333333,22.1268,22.1268,24.5853333333333,27.0438666666667,24.5853333333333,22.1268,19.6682666666667,34.4194666666667
T0110,21.8274,19.4021333333333,19.4021333333333,26.6779333333333,26.6779333333333,21.8274,24.2526666666667,21.8274,26.6779333333333,33.9537333333334
T0111,24.1193333333333,19.2954666666667,21.7074,26.5312666666667,19.2954666666667,26.5312666666667,19.2954666666667,21.7074,19.2954666666667,43.4148
T0112,26.3145666666667,19.1378666666667,19.1378666666667,26.3145666666667,21.5301,19.1378666666667,21.5301,21.5301,26.3145666666667,38.2757333333334
T0113,28.0364333333333,28.0364333333333,20.3901333333333,28.0364333333333,25.4876666666667,28.0364333333333,28.0364333333333,25.4876666666667,25.4876666666667,17.8413666666667
T0114,25.689,20.5512,28.2579,20.5512,28.2579,23.1201,23.1201,20.5512,23.1201,43.6713
T0115,25.3906666666667,22.8516,25.3906666666667,22.8516,22.8516,20.3125333333333,27.9297333333333,22.8516,22.8516,40.6250666666667
T0116,23.0424,28.1629333333333,25.6026666666667,23.0424,28.1629333333333,23.0424,25.6026666666667,23.0424,28.1629333333333,28.1629333333334
T0117,21.8616,19.4325333333333,24.2906666666667,26.7197333333333,24.2906666666667,24.2906666666667,19.4325333333333,26.7197333333333,19.4325333333333,36.436
T0118,21.2316,18.8725333333333,25.9497333333333,21.2316,23.5906666666667,21.2316,25.9497333333333,23.5906666666667,23.5906666666667,30.6678666666667
T0119,17.8872,22.359,20.1231,22.359,24.5949,24.5949,17.8872,24.5949,17.8872,31.3026
T0120,22.0594,16.0432,20.054,20.054,16.0432,22.0594,16.0432,20.054,22.0594,26.0702
T0121,17.9286,19.9206666666667,21.9127333333333,19.9206666666667,21.9127333333333,21.9127333333333,19.9206666666667,19.9206666666667,21.9127333333333,13.9444666666667
T0122,18.4089,22.4997666666667,20.4543333333333,20.4543333333333,22.4997666666667,16.3634666666667,16.3634666666667,22.4997666666667,22.4997666666667,22.4997666666667
T0123,16.3634666666667,18.4089,16.3634666666667,22.4997666666667,18.4089,16.3634666666667,16.3634666666667,18.4089,16.3634666666667,44.9995333333334
T0124,16.5749333333333,18.6468,18.6468,22.7905333333333,20.7186666666667,16.5749333333333,20.7186666666667,18.6468,22.7905333333333,31.078
T0125,21.4186666666667,23.5605333333333,23.5605333333333,21.4186666666667,21.4186666666667,21.4186666666667,21.4186666666667,23.5605333333333,17.1349333333333,19.2768
T0126,21.3465,23.7183333333333,23.7183333333333,18.9746666666667,26.0901666666667,21.3465,23.7183333333333,26.0901666666667,18.9746666666667,33.2056666666667
T0127,20.1469333333333,20.1469333333333,22.6653,20.1469333333333,27.7020333333333,20.1469333333333,25.1836666666667,25.1836666666667,22.6653,47.8489666666667
T0128,26.2833333333333,23.655,23.655,21.0266666666667,26.2833333333333,28.9116666666667,23.655,23.655,21.0266666666667,44.6816666666667
T0129,26.835,29.5185,21.468,24.1515,24.1515,21.468,26.835,26.835,24.1515,42.936
T0130,29.3351666666667,26.6683333333333,24.0015,24.0015,29.3351666666667,21.3346666666667,24.0015,21.3346666666667,29.3351666666667,37.3356666666667
T0131,28.8167,20.9576,26.197,26.197,23.5773,28.8167,20.9576,23.5773,26.197,36.6758
T0132,20.3608,27.9961,25.451,20.3608,22.9059,22.9059,20.3608,27.9961,22.9059,43.2667
T0133,19.5349333333333,19.5349333333333,21.9768,24.4186666666667,24.4186666666667,21.9768,19.5349333333333,19.5349333333333,21.9768,51.2792
T0134,19.5112,26.8279,21.9501,19.5112,26.8279,21.9501,24.389,19.5112,26.8279,36.5835
T0135,19.6738666666667,19.6738666666667,27.0515666666667,22.1331,19.6738666666667,22.1331,27.0515666666667,24.5923333333333,27.0515666666667,36.8885
T0136,26.9764,24.524,22.0716,26.9764,24.524,22.0716,24.524,26.9764,19.6192,26.9764
T0137,25.3573333333333,27.8930666666667,20.2858666666667,27.8930666666667,27.8930666666667,20.2858666666667,22.8216,25.3573333333333,27.8930666666667,27.8930666666667
T0138,24.9573333333333,27.4530666666667,24.9573333333333,27.4530666666667,19.9658666666667,22.4616,22.4616,22.4616,22.4616,34.9402666666667
T0139,27.8197333333333,20.2325333333333,20.2325333333333,27.8197333333333,25.2906666666667,25.2906666666667,20.2325333333333,25.2906666666667,22.7616,37.936
T0140,20.2325333333333,27.8197333333333,20.2325333333333,20.2325333333333,20.2325333333333,22.7616,25.2906666666667,27.8197333333333,25.2906666666667,42.9941333333333
T0141,23.521,23.521,21.1689,18.8168,25.8731,18.8168,21.1689,21.1689,25.8731,35.2815
T0142,21.7206666666667,19.5486,23.8927333333333,23.8927333333333,21.7206666666667,21.7206666666667,23.8927333333333,21.7206666666667,21.7206666666667,17.3765333333333
T0143,20.948,18.8532,20.948,16.7584,23.0428,23.0428,18.8532,18.8532,20.948,27.2324
T0144,22.3901333333333,20.3546666666667,16.2837333333333,22.3901333333333,16.2837333333333,22.3901333333333,16.2837333333333,18.3192,20.3546666666667,28.4965333333333
T0145,15.5442666666667,17.4873,17.4873,19.4303333333333,15.5442666666667,21.3733666666667,21.3733666666667,17.4873,21.3733666666667,27.2024666666667
T0146,21.0892,17.2548,15.3376,19.172,21.0892,21.0892,17.2548,15.3376,17.2548,26.8408
T0147,21.7767,17.8173,21.7767,19.797,17.8173,15.8376,21.7767,15.8376,21.7767,23.7564
T0148,22.3215666666667,16.2338666666667,18.2631,20.2923333333333,18.2631,20.2923333333333,16.2338666666667,18.2631,16.2338666666667,36.5262
T0149,21.484,23.6324,19.3356,19.3356,17.1872,21.484,17.1872,19.3356,17.1872,38.6712
T0150,22.814,25.0954,22.814,20.5326,18.2512,25.0954,18.2512,20.5326,20.5326,34.221
T0151,23.2806666666667,18.6245333333333,23.2806666666667,20.9526,23.2806666666667,25.6087333333333,25.6087333333333,20.9526,23.2806666666667,27.9368
T0152,27.0130666666667,19.6458666666667,24.5573333333333,24.5573333333333,24.5573333333333,27.0130666666667,24.5573333333333,19.6458666666667,19.6458666666667,34.3802666666667
T0153,25.536,28.0896,28.0896,20.4288,20.4288,22.9824,20.4288,22.9824,25.536,40.8576
T0154,22.9989,20.4434666666667,28.1097666666667,25.5543333333333,20.4434666666667,25.5543333333333,25.5543333333333,25.5543333333333,20.4434666666667,40.8869333333333
T0155,27.5047666666667,27.5047666666667,27.5047666666667,22.5039,20.0034666666667,25.0043333333333,27.5047666666667,22.5039,22.5039,27.5047666666667
T0156,23.854,26.2394,19.0832,21.4686,19.0832,19.0832,21.4686,23.854,26.2394,38.1664
T0157,25.4254,18.4912,25.4254,20.8026,18.4912,18.4912,23.114,25.4254,20.8026,34.671
T0158,18.8261333333333,18.8261333333333,23.5326666666667,25.8859333333333,23.5326666666667,21.1794,25.8859333333333,21.1794,25.8859333333333,30.5924666666667
T0159,25.8346,18.7888,21.1374,23.486,21.1374,23.486,18.7888,18.7888,21.1374,42.2748
T0160,18.7621333333333,25.7979333333333,23.4526666666667,18.7621333333333,25.7979333333333,21.1074,21.1074,25.7979333333333,25.7979333333333,28.1432
T0161,19.1621333333333,21.5574,19.1621333333333,21.5574,23.9526666666667,26.3479333333333,26.3479333333333,23.9526666666667,26.3479333333333,31.1384666666667
T0162,26.0912666666667,21.3474,26.0912666666667,26.0912666666667,26.0912666666667,26.0912666666667,18.9754666666667,23.7193333333333,26.0912666666667,16.6035333333333
T0163,25.4526666666667,20.3621333333333,25.4526666666667,22.9074,27.9979333333333,27.9979333333333,25.4526666666667,25.4526666666667,20.3621333333333,33.0884666666667
T0164,27.6312666666667,22.6074,27.6312666666667,22.6074,22.6074,22.6074,27.6312666666667,27.6312666666667,27.6312666666667,22.6074
T0165,23.654,18.9232,23.654,23.654,21.2886,21.2886,21.2886,23.654,23.654,35.481
T0166,22.1146666666667,24.3261333333333,17.6917333333333,17.6917333333333,17.6917333333333,17.6917333333333,22.1146666666667,22.1146666666667,24.3261333333333,35.3834666666667
T0167,16.6506666666667,22.8946666666667,22.8946666666667,22.8946666666667,16.6506666666667,20.8133333333333,20.8133333333333,20.8133333333333,16.6506666666667,27.0573333333334
T0168,17.8095,17.8095,21.7671666666667,15.8306666666667,17.8095,19.7883333333333,15.8306666666667,19.7883333333333,21.7671666666667,29.6825
T0169,15.2842666666667,21.0158666666667,15.2842666666667,19.1053333333333,17.1948,17.1948,21.0158666666667,17.1948,17.1948,30.5685333333334
T0170,16.8687,16.8687,20.6173,18.743,14.9944,18.743,20.6173,16.8687,20.6173,22.4916
T0171,19.022,19.022,20.9242,17.1198,19.022,15.2176,17.1198,17.1198,19.022,26.6308
T0172,17.8752,19.8613333333333,19.8613333333333,15.8890666666667,21.8474666666667,21.8474666666667,19.8613333333333,19.8613333333333,15.8890666666667,25.8197333333333
T0173,20.0233333333333,18.021,22.0256666666667,20.0233333333333,22.0256666666667,16.0186666666667,22.0256666666667,20.0233333333333,22.0256666666667,18.021
T0174,17.4282666666667,21.7853333333333,17.4282666666667,21.7853333333333,19.6068,23.9638666666667,19.6068,21.7853333333333,19.6068,34.8565333333334
T0175,25.6883,25.6883,23.353,23.353,21.0177,21.0177,21.0177,23.353,21.0177,28.0236
T0176,26.7516333333333,21.8877,19.4557333333333,24.3196666666667,26.7516333333333,24.3196666666667,26.7516333333333,19.4557333333333,19.4557333333333,34.0475333333334
T0177,19.5085333333333,26.8242333333333,26.8242333333333,19.5085333333333,24.3856666666667,19.5085333333333,19.5085333333333,26.8242333333333,21.9471,39.0170666666667
T0178,26.5312666666667,26.5312666666667,19.2954666666667,21.7074,19.2954666666667,26.5312666666667,26.5312666666667,24.1193333333333,21.7074,28.9432
T0179,25.7979333333333,25.7979333333333,25.7979333333333,21.1074,18.7621333333333,21.1074,18.7621333333333,21.1074,18.7621333333333,37.5242666666667
T0180,25.7246,23.386,18.7088,21.0474,23.386,21.0474,25.7246,18.7088,23.386,32.7404
T0181,23.4193333333333,21.0774,23.4193333333333,23.4193333333333,23.4193333333333,23.4193333333333,23.4193333333333,23.4193333333333,21.0774,28.1032
T0182,26.6046,26.6046,21.7674,21.7674,21.7674,26.6046,21.7674,26.6046,21.7674,26.6046
T0183,26.2412333333333,19.0845333333333,19.0845333333333,19.0845333333333,26.2412333333333,21.4701,26.2412333333333,23.8556666666667,26.2412333333333,31.0123666666667
T0184,26.6079,21.7701,24.189,24.189,24.189,24.189,21.7701,26.6079,24.189,24.189
T0185,23.5193333333333,25.8712666666667,18.8154666666667,21.1674,23.5193333333333,21.1674,18.8154666666667,23.5193333333333,18.8154666666667,39.9828666666667
T0186,18.4978666666667,25.4345666666667,18.4978666666667,18.4978666666667,20.8101,25.4345666666667,25.4345666666667,25.4345666666667,25.4345666666667,27.7468
T0187,18.4168,25.3231,23.021,20.7189,20.7189,23.021,23.021,23.021,25.3231,27.6252
T0188,26.1664333333333,21.4089,19.0301333333333,21.4089,19.0301333333333,21.4089,19.0301333333333,26.1664333333333,26.1664333333333,38.0602666666667
T0189,18.6568,20.9889,25.6531,25.6531,25.6531,23.321,18.6568,18.6568,18.6568,37.3136
T0190,23.4531,19.1889,23.4531,17.0568,21.321,19.1889,17.0568,19.1889,19.1889,34.1136
T0191,18.8532,18.8532,23.0428,20.948,16.7584,20.948,18.8532,18.8532,20.948,31.422
T0192,17.5392,19.488,15.5904,17.5392,17.5392,21.4368,17.5392,15.5904,15.5904,37.0272
T0193,14.7208,18.401,20.2411,14.7208,18.401,20.2411,14.7208,14.7208,18.401,29.4416
T0194,19.6911,19.6911,19.6911,14.3208,14.3208,14.3208,17.901,17.901,17.901,23.2713
T0195,14.3957333333333,14.3957333333333,14.3957333333333,17.9946666666667,16.1952,17.9946666666667,14.3957333333333,19.7941333333333,19.7941333333333,30.5909333333334
T0196,18.0303333333333,19.8333666666667,16.2273,14.4242666666667,14.4242666666667,16.2273,14.4242666666667,14.4242666666667,14.4242666666667,37.8637
T0197,21.0338333333333,17.2095,21.0338333333333,21.0338333333333,19.1216666666667,15.2973333333333,21.0338333333333,17.2095,17.2095,21.0338333333334
T0198,20.9163333333333,16.7330666666667,18.8247,23.0079666666667,20.9163333333333,18.8247,20.9163333333333,16.7330666666667,20.9163333333333,31.3745
T0199,17.9085333333333,17.9085333333333,20.1471,20.1471,24.6242333333333,17.9085333333333,22.3856666666667,17.9085333333333,22.3856666666667,42.5327666666667
T0200,23.119,20.8071,25.4309,18.4952,20.8071,20.8071,23.119,18.4952,18.4952,41.6142
T0201,23.816,19.0528,23.816,19.0528,19.0528,26.1976,21.4344,23.816,23.816,38.1056
T0202,18.8968,21.2589,18.8968,23.621,18.8968,23.621,18.8968,23.621,21.2589,47.242
T0203,26.4264,21.6216,24.024,19.2192,21.6216,26.4264,21.6216,21.6216,24.024,33.6336
T0204,23.2806666666667,20.9526,20.9526,18.6245333333333,25.6087333333333,18.6245333333333,20.9526,25.6087333333333,23.2806666666667,34.921
