,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10
T0026,17.6193333333333,17.6193333333333,17.6193333333333,17.6193333333333,17.6193333333333,17.6193333333333,17.6193333333333,17.6193333333333,17.6193333333333,17.6193333333334
T0027,17.776,17.776,17.776,17.776,17.776,17.776,17.776,17.776,17.776,17.776
T0028,17.6003333333333,17.6003333333333,17.6003333333333,17.6003333333333,17.6003333333333,17.6003333333333,17.6003333333333,17.6003333333333,17.6003333333333,17.6003333333333
T0029,18.2426666666667,18.2426666666667,18.2426666666667,18.2426666666667,18.2426666666667,18.2426666666667,18.2426666666667,18.2426666666667,18.2426666666667,18.2426666666667
T0030,19.3586666666667,19.3586666666667,19.3586666666667,19.3586666666667,19.3586666666667,19.3586666666667,19.3586666666667,19.3586666666667,19.3586666666667,19.3586666666667
T0031,20.938,20.938,20.938,20.938,20.938,20.938,20.938,20.938,20.938,20.938
T0032,21.7506666666667,21.7506666666667,21.7506666666667,21.7506666666667,21.7506666666667,21.7506666666667,21.7506666666667,21.7506666666667,21.7506666666667,21.7506666666667
T0033,21.9303333333333,21.9303333333333,21.9303333333333,21.9303333333333,21.9303333333333,21.9303333333333,21.9303333333333,21.9303333333333,21.9303333333333,21.9303333333334
T0034,22.6303333333333,22.6303333333333,22.6303333333333,22.6303333333333,22.6303333333333,22.6303333333333,22.6303333333333,22.6303333333333,22.6303333333333,22.6303333333334
T0035,23.4173333333333,23.4173333333333,23.4173333333333,23.4173333333333,23.4173333333333,23.4173333333333,23.4173333333333,23.4173333333333,23.4173333333333,23.4173333333334
T0036,23.162,23.162,23.162,23.162,23.162,23.162,23.162,23.162,23.162,23.162
T0037,23.1256666666667,23.1256666666667,23.1256666666667,23.1256666666667,23.1256666666667,23.1256666666667,23.1256666666667,23.1256666666667,23.1256666666667,23.1256666666667
T0038,23.559,23.559,23.559,23.559,23.559,23.559,23.559,23.559,23.559,23.559
T0039,22.459,22.459,22.459,22.459,22.459,22.459,22.459,22.459,22.459,22.459
T0040,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333334
T0041,22.859,22.859,22.859,22.859,22.859,22.859,22.859,22.859,22.859,22.859
T0042,23.2923333333333,23.2923333333333,23.2923333333333,23.2923333333333,23.2923333333333,23.2923333333333,23.2923333333333,23.2923333333333,23.2923333333333,23.2923333333334
T0043,23.3256666666667,23.3256666666667,23.3256666666667,23.3256666666667,23.3256666666667,23.3256666666667,23.3256666666667,23.3256666666667,23.3256666666667,23.3256666666667
T0044,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333333,22.9923333333334
T0045,22.459,22.459,22.459,22.459,22.459,22.459,22.459,22.459,22.459,22.459
T0046,22.1856666666667,22.1856666666667,22.1856666666667,22.1856666666667,22.1856666666667,22.1856666666667,22.1856666666667,22.1856666666667,22.1856666666667,22.1856666666667
T0047,20.4186666666667,20.4186666666667,20.4186666666667,20.4186666666667,20.4186666666667,20.4186666666667,20.4186666666667,20.4186666666667,20.4186666666667,20.4186666666667
T0048,19.6173333333333,19.6173333333333,19.6173333333333,19.6173333333333,19.6173333333333,19.6173333333333,19.6173333333333,19.6173333333333,19.6173333333333,19.6173333333333
T0049,19.2216666666667,19.2216666666667,19.2216666666667,19.2216666666667,19.2216666666667,19.2216666666667,19.2216666666667,19.2216666666667,19.2216666666667,19.2216666666667
T0050,19.3816666666667,19.3816666666667,19.3816666666667,19.3816666666667,19.3816666666667,19.3816666666667,19.3816666666667,19.3816666666667,19.3816666666667,19.3816666666667
T0051,19.7483333333333,19.7483333333333,19.7483333333333,19.7483333333333,19.7483333333333,19.7483333333333,19.7483333333333,19.7483333333333,19.7483333333333,19.7483333333334
T0052,19.7173333333333,19.7173333333333,19.7173333333333,19.7173333333333,19.7173333333333,19.7173333333333,19.7173333333333,19.7173333333333,19.7173333333333,19.7173333333334
T0053,19.955,19.955,19.955,19.955,19.955,19.955,19.955,19.955,19.955,19.955
T0054,20.9193333333333,20.9193333333333,20.9193333333333,20.9193333333333,20.9193333333333,20.9193333333333,20.9193333333333,20.9193333333333,20.9193333333333,20.9193333333334
T0055,22.124,22.124,22.124,22.124,22.124,22.124,22.124,22.124,22.124,22.124
T0056,23.362,23.362,23.362,23.362,23.362,23.362,23.362,23.362,23.362,23.362
T0057,23.5953333333333,23.5953333333333,23.5953333333333,23.5953333333333,23.5953333333333,23.5953333333333,23.5953333333333,23.5953333333333,23.5953333333333,23.5953333333334
T0058,24.1286666666667,24.1286666666667,24.1286666666667,24.1286666666667,24.1286666666667,24.1286666666667,24.1286666666667,24.1286666666667,24.1286666666667,24.1286666666667
T0059,24.6223333333333,24.6223333333333,24.6223333333333,24.6223333333333,24.6223333333333,24.6223333333333,24.6223333333333,24.6223333333333,24.6223333333333,24.6223333333334
T0060,25.9556666666667,25.9556666666667,25.9556666666667,25.9556666666667,25.9556666666667,25.9556666666667,25.9556666666667,25.9556666666667,25.9556666666667,25.9556666666667
T0061,25.186,25.186,25.186,25.186,25.186,25.186,25.186,25.186,25.186,25.186
T0062,25.089,25.089,25.089,25.089,25.089,25.089,25.089,25.089,25.089,25.089
T0063,24.6553333333333,24.6553333333333,24.6553333333333,24.6553333333333,24.6553333333333,24.6553333333333,24.6553333333333,24.6553333333333,24.6553333333333,24.6553333333334
T0064,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724
T0065,24.324,24.324,24.324,24.324,24.324,24.324,24.324,24.324,24.324,24.324
T0066,24.32,24.32,24.32,24.32,24.32,24.32,24.32,24.32,24.32,24.32
T0067,24.3193333333333,24.3193333333333,24.3193333333333,24.3193333333333,24.3193333333333,24.3193333333333,24.3193333333333,24.3193333333333,24.3193333333333,24.3193333333334
T0068,24.5543333333333,24.5543333333333,24.5543333333333,24.5543333333333,24.5543333333333,24.5543333333333,24.5543333333333,24.5543333333333,24.5543333333333,24.5543333333334
T0069,24.9523333333333,24.9523333333333,24.9523333333333,24.9523333333333,24.9523333333333,24.9523333333333,24.9523333333333,24.9523333333333,24.9523333333333,24.9523333333334
T0070,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333334
T0071,21.5593333333333,21.5593333333333,21.5593333333333,21.5593333333333,21.5593333333333,21.5593333333333,21.5593333333333,21.5593333333333,21.5593333333333,21.5593333333334
T0072,20.326,20.326,20.326,20.326,20.326,20.326,20.326,20.326,20.326,20.326
T0073,20.326,20.326,20.326,20.326,20.326,20.326,20.326,20.326,20.326,20.326
T0074,20.2926666666667,20.2926666666667,20.2926666666667,20.2926666666667,20.2926666666667,20.2926666666667,20.2926666666667,20.2926666666667,20.2926666666667,20.2926666666667
T0075,20.1636666666667,20.1636666666667,20.1636666666667,20.1636666666667,20.1636666666667,20.1636666666667,20.1636666666667,20.1636666666667,20.1636666666667,20.1636666666667
T0076,20.2286666666667,20.2286666666667,20.2286666666667,20.2286666666667,20.2286666666667,20.2286666666667,20.2286666666667,20.2286666666667,20.2286666666667,20.2286666666667
T0077,21.1216666666667,21.1216666666667,21.1216666666667,21.1216666666667,21.1216666666667,21.1216666666667,21.1216666666667,21.1216666666667,21.1216666666667,21.1216666666667
T0078,22.7496666666667,22.7496666666667,22.7496666666667,22.7496666666667,22.7496666666667,22.7496666666667,22.7496666666667,22.7496666666667,22.7496666666667,22.7496666666667
T0079,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333333,23.9163333333334
T0080,24.5806666666667,24.5806666666667,24.5806666666667,24.5806666666667,24.5806666666667,24.5806666666667,24.5806666666667,24.5806666666667,24.5806666666667,24.5806666666667
T0081,25.1863333333333,25.1863333333333,25.1863333333333,25.1863333333333,25.1863333333333,25.1863333333333,25.1863333333333,25.1863333333333,25.1863333333333,25.1863333333334
T0082,26.6223333333333,26.6223333333333,26.6223333333333,26.6223333333333,26.6223333333333,26.6223333333333,26.6223333333333,26.6223333333333,26.6223333333333,26.6223333333334
T0083,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624
T0084,25.1856666666667,25.1856666666667,25.1856666666667,25.1856666666667,25.1856666666667,25.1856666666667,25.1856666666667,25.1856666666667,25.1856666666667,25.1856666666667
T0085,23.8196666666667,23.8196666666667,23.8196666666667,23.8196666666667,23.8196666666667,23.8196666666667,23.8196666666667,23.8196666666667,23.8196666666667,23.8196666666667
T0086,23.5206666666667,23.5206666666667,23.5206666666667,23.5206666666667,23.5206666666667,23.5206666666667,23.5206666666667,23.5206666666667,23.5206666666667,23.5206666666667
T0087,24.1533333333333,24.1533333333333,24.1533333333333,24.1533333333333,24.1533333333333,24.1533333333333,24.1533333333333,24.1533333333333,24.1533333333333,24.1533333333334
T0088,24.6543333333333,24.6543333333333,24.6543333333333,24.6543333333333,24.6543333333333,24.6543333333333,24.6543333333333,24.6543333333333,24.6543333333333,24.6543333333334
T0089,25.224,25.224,25.224,25.224,25.224,25.224,25.224,25.224,25.224,25.224
T0090,25.589,25.589,25.589,25.589,25.589,25.589,25.589,25.589,25.589,25.589
T0091,25.5556666666667,25.5556666666667,25.5556666666667,25.5556666666667,25.5556666666667,25.5556666666667,25.5556666666667,25.5556666666667,25.5556666666667,25.5556666666667
T0092,25.4556666666667,25.4556666666667,25.4556666666667,25.4556666666667,25.4556666666667,25.4556666666667,25.4556666666667,25.4556666666667,25.4556666666667,25.4556666666667
T0093,24.9223333333333,24.9223333333333,24.9223333333333,24.9223333333333,24.9223333333333,24.9223333333333,24.9223333333333,24.9223333333333,24.9223333333333,24.9223333333334
T0094,24.086,24.086,24.086,24.086,24.086,24.086,24.086,24.086,24.086,24.086
T0095,22.29,22.29,22.29,22.29,22.29,22.29,22.29,22.29,22.29,22.29
T0096,20.5303333333333,20.5303333333333,20.5303333333333,20.5303333333333,20.5303333333333,20.5303333333333,20.5303333333333,20.5303333333333,20.5303333333333,20.5303333333333
T0097,19.897,19.897,19.897,19.897,19.897,19.897,19.897,19.897,19.897,19.897
T0098,19.7343333333333,19.7343333333333,19.7343333333333,19.7343333333333,19.7343333333333,19.7343333333333,19.7343333333333,19.7343333333333,19.7343333333333,19.7343333333333
T0099,20.097,20.097,20.097,20.097,20.097,20.097,20.097,20.097,20.097,20.097
T0100,20.8613333333333,20.8613333333333,20.8613333333333,20.8613333333333,20.8613333333333,20.8613333333333,20.8613333333333,20.8613333333333,20.8613333333333,20.8613333333334
T0101,21.3303333333333,21.3303333333333,21.3303333333333,21.3303333333333,21.3303333333333,21.3303333333333,21.3303333333333,21.3303333333333,21.3303333333333,21.3303333333333
T0102,22.5843333333333,22.5843333333333,22.5843333333333,22.5843333333333,22.5843333333333,22.5843333333333,22.5843333333333,22.5843333333333,22.5843333333333,22.5843333333334
T0103,23.6196666666667,23.6196666666667,23.6196666666667,23.6196666666667,23.6196666666667,23.6196666666667,23.6196666666667,23.6196666666667,23.6196666666667,23.6196666666667
T0104,24.6496666666667,24.6496666666667,24.6496666666667,24.6496666666667,24.6496666666667,24.6496666666667,24.6496666666667,24.6496666666667,24.6496666666667,24.6496666666667
T0105,24.6853333333333,24.6853333333333,24.6853333333333,24.6853333333333,24.6853333333333,24.6853333333333,24.6853333333333,24.6853333333333,24.6853333333333,24.6853333333334
T0106,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333334
T0107,26.0906666666667,26.0906666666667,26.0906666666667,26.0906666666667,26.0906666666667,26.0906666666667,26.0906666666667,26.0906666666667,26.0906666666667,26.0906666666667
T0108,24.8923333333333,24.8923333333333,24.8923333333333,24.8923333333333,24.8923333333333,24.8923333333333,24.8923333333333,24.8923333333333,24.8923333333333,24.8923333333334
T0109,24.5853333333333,24.5853333333333,24.5853333333333,24.5853333333333,24.5853333333333,24.5853333333333,24.5853333333333,24.5853333333333,24.5853333333333,24.5853333333334
T0110,24.2526666666667,24.2526666666667,24.2526666666667,24.2526666666667,24.2526666666667,24.2526666666667,24.2526666666667,24.2526666666667,24.2526666666667,24.2526666666667
T0111,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333334
T0112,23.9223333333333,23.9223333333333,23.9223333333333,23.9223333333333,23.9223333333333,23.9223333333333,23.9223333333333,23.9223333333333,23.9223333333333,23.9223333333334
T0113,25.4876666666667,25.4876666666667,25.4876666666667,25.4876666666667,25.4876666666667,25.4876666666667,25.4876666666667,25.4876666666667,25.4876666666667,25.4876666666667
T0114,25.689,25.689,25.689,25.689,25.689,25.689,25.689,25.689,25.689,25.689
T0115,25.3906666666667,25.3906666666667,25.3906666666667,25.3906666666667,25.3906666666667,25.3906666666667,25.3906666666667,25.3906666666667,25.3906666666667,25.3906666666667
T0116,25.6026666666667,25.6026666666667,25.6026666666667,25.6026666666667,25.6026666666667,25.6026666666667,25.6026666666667,25.6026666666667,25.6026666666667,25.6026666666667
T0117,24.2906666666667,24.2906666666667,24.2906666666667,24.2906666666667,24.2906666666667,24.2906666666667,24.2906666666667,24.2906666666667,24.2906666666667,24.2906666666667
T0118,23.5906666666667,23.5906666666667,23.5906666666667,23.5906666666667,23.5906666666667,23.5906666666667,23.5906666666667,23.5906666666667,23.5906666666667,23.5906666666667
T0119,22.359,22.359,22.359,22.359,22.359,22.359,22.359,22.359,22.359,22.359
T0120,20.054,20.054,20.054,20.054,20.054,20.054,20.054,20.054,20.054,20.054
T0121,19.9206666666667,19.9206666666667,19.9206666666667,19.9206666666667,19.9206666666667,19.9206666666667,19.9206666666667,19.9206666666667,19.9206666666667,19.9206666666667
T0122,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333334
T0123,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333333,20.4543333333334
T0124,20.7186666666667,20.7186666666667,20.7186666666667,20.7186666666667,20.7186666666667,20.7186666666667,20.7186666666667,20.7186666666667,20.7186666666667,20.7186666666667
T0125,21.4186666666667,21.4186666666667,21.4186666666667,21.4186666666667,21.4186666666667,21.4186666666667,21.4186666666667,21.4186666666667,21.4186666666667,21.4186666666667
T0126,23.7183333333333,23.7183333333333,23.7183333333333,23.7183333333333,23.7183333333333,23.7183333333333,23.7183333333333,23.7183333333333,23.7183333333333,23.7183333333334
T0127,25.1836666666667,25.1836666666667,25.1836666666667,25.1836666666667,25.1836666666667,25.1836666666667,25.1836666666667,25.1836666666667,25.1836666666667,25.1836666666667
T0128,26.2833333333333,26.2833333333333,26.2833333333333,26.2833333333333,26.2833333333333,26.2833333333333,26.2833333333333,26.2833333333333,26.2833333333333,26.2833333333334
T0129,26.835,26.835,26.835,26.835,26.835,26.835,26.835,26.835,26.835,26.835
T0130,26.6683333333333,26.6683333333333,26.6683333333333,26.6683333333333,26.6683333333333,26.6683333333333,26.6683333333333,26.6683333333333,26.6683333333333,26.6683333333334
T0131,26.197,26.197,26.197,26.197,26.197,26.197,26.197,26.197,26.197,26.197
T0132,25.451,25.451,25.451,25.451,25.451,25.451,25.451,25.451,25.451,25.451
T0133,24.4186666666667,24.4186666666667,24.4186666666667,24.4186666666667,24.4186666666667,24.4186666666667,24.4186666666667,24.4186666666667,24.4186666666667,24.4186666666667
T0134,24.389,24.389,24.389,24.389,24.389,24.389,24.389,24.389,24.389,24.389
T0135,24.5923333333333,24.5923333333333,24.5923333333333,24.5923333333333,24.5923333333333,24.5923333333333,24.5923333333333,24.5923333333333,24.5923333333333,24.5923333333334
T0136,24.524,24.524,24.524,24.524,24.524,24.524,24.524,24.524,24.524,24.524
T0137,25.3573333333333,25.3573333333333,25.3573333333333,25.3573333333333,25.3573333333333,25.3573333333333,25.3573333333333,25.3573333333333,25.3573333333333,25.3573333333334
T0138,24.9573333333333,24.9573333333333,24.9573333333333,24.9573333333333,24.9573333333333,24.9573333333333,24.9573333333333,24.9573333333333,24.9573333333333,24.9573333333334
T0139,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667
T0140,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667,25.2906666666667
T0141,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521
T0142,21.7206666666667,21.7206666666667,21.7206666666667,21.7206666666667,21.7206666666667,21.7206666666667,21.7206666666667,21.7206666666667,21.7206666666667,21.7206666666667
T0143,20.948,20.948,20.948,20.948,20.948,20.948,20.948,20.948,20.948,20.948
T0144,20.3546666666667,20.3546666666667,20.3546666666667,20.3546666666667,20.3546666666667,20.3546666666667,20.3546666666667,20.3546666666667,20.3546666666667,20.3546666666667
T0145,19.4303333333333,19.4303333333333,19.4303333333333,19.4303333333333,19.4303333333333,19.4303333333333,19.4303333333333,19.4303333333333,19.4303333333333,19.4303333333333
T0146,19.172,19.172,19.172,19.172,19.172,19.172,19.172,19.172,19.172,19.172
T0147,19.797,19.797,19.797,19.797,19.797,19.797,19.797,19.797,19.797,19.797
T0148,20.2923333333333,20.2923333333333,20.2923333333333,20.2923333333333,20.2923333333333,20.2923333333333,20.2923333333333,20.2923333333333,20.2923333333333,20.2923333333333
T0149,21.484,21.484,21.484,21.484,21.484,21.484,21.484,21.484,21.484,21.484
T0150,22.814,22.814,22.814,22.814,22.814,22.814,22.814,22.814,22.814,22.814
T0151,23.2806666666667,23.2806666666667,23.2806666666667,23.2806666666667,23.2806666666667,23.2806666666667,23.2806666666667,23.2806666666667,23.2806666666667,23.2806666666667
T0152,24.5573333333333,24.5573333333333,24.5573333333333,24.5573333333333,24.5573333333333,24.5573333333333,24.5573333333333,24.5573333333333,24.5573333333333,24.5573333333334
T0153,25.536,25.536,25.536,25.536,25.536,25.536,25.536,25.536,25.536,25.536
T0154,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333333,25.5543333333334
T0155,25.0043333333333,25.0043333333333,25.0043333333333,25.0043333333333,25.0043333333333,25.0043333333333,25.0043333333333,25.0043333333333,25.0043333333333,25.0043333333334
T0156,23.854,23.854,23.854,23.854,23.854,23.854,23.854,23.854,23.854,23.854
T0157,23.114,23.114,23.114,23.114,23.114,23.114,23.114,23.114,23.114,23.114
T0158,23.5326666666667,23.5326666666667,23.5326666666667,23.5326666666667,23.5326666666667,23.5326666666667,23.5326666666667,23.5326666666667,23.5326666666667,23.5326666666667
T0159,23.486,23.486,23.486,23.486,23.486,23.486,23.486,23.486,23.486,23.486
T0160,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667
T0161,23.9526666666667,23.9526666666667,23.9526666666667,23.9526666666667,23.9526666666667,23.9526666666667,23.9526666666667,23.9526666666667,23.9526666666667,23.9526666666667
T0162,23.7193333333333,23.7193333333333,23.7193333333333,23.7193333333333,23.7193333333333,23.7193333333333,23.7193333333333,23.7193333333333,23.7193333333333,23.7193333333334
T0163,25.4526666666667,25.4526666666667,25.4526666666667,25.4526666666667,25.4526666666667,25.4526666666667,25.4526666666667,25.4526666666667,25.4526666666667,25.4526666666667
T0164,25.1193333333333,25.1193333333333,25.1193333333333,25.1193333333333,25.1193333333333,25.1193333333333,25.1193333333333,25.1193333333333,25.1193333333333,25.1193333333334
T0165,23.654,23.654,23.654,23.654,23.654,23.654,23.654,23.654,23.654,23.654
T0166,22.1146666666667,22.1146666666667,22.1146666666667,22.1146666666667,22.1146666666667,22.1146666666667,22.1146666666667,22.1146666666667,22.1146666666667,22.1146666666667
T0167,20.8133333333333,20.8133333333333,20.8133333333333,20.8133333333333,20.8133333333333,20.8133333333333,20.8133333333333,20.8133333333333,20.8133333333333,20.8133333333334
T0168,19.7883333333333,19.7883333333333,19.7883333333333,19.7883333333333,19.7883333333333,19.7883333333333,19.7883333333333,19.7883333333333,19.7883333333333,19.7883333333334
T0169,19.1053333333333,19.1053333333333,19.1053333333333,19.1053333333333,19.1053333333333,19.1053333333333,19.1053333333333,19.1053333333333,19.1053333333333,19.1053333333333
T0170,18.743,18.743,18.743,18.743,18.743,18.743,18.743,18.743,18.743,18.743
T0171,19.022,19.022,19.022,19.022,19.022,19.022,19.022,19.022,19.022,19.022
T0172,19.8613333333333,19.8613333333333,19.8613333333333,19.8613333333333,19.8613333333333,19.8613333333333,19.8613333333333,19.8613333333333,19.8613333333333,19.8613333333334
T0173,20.0233333333333,20.0233333333333,20.0233333333333,20.0233333333333,20.0233333333333,20.0233333333333,20.0233333333333,20.0233333333333,20.0233333333333,20.0233333333334
T0174,21.7853333333333,21.7853333333333,21.7853333333333,21.7853333333333,21.7853333333333,21.7853333333333,21.7853333333333,21.7853333333333,21.7853333333333,21.7853333333334
T0175,23.353,23.353,23.353,23.353,23.353,23.353,23.353,23.353,23.353,23.353
T0176,24.3196666666667,24.3196666666667,24.3196666666667,24.3196666666667,24.3196666666667,24.3196666666667,24.3196666666667,24.3196666666667,24.3196666666667,24.3196666666667
T0177,24.3856666666667,24.3856666666667,24.3856666666667,24.3856666666667,24.3856666666667,24.3856666666667,24.3856666666667,24.3856666666667,24.3856666666667,24.3856666666667
T0178,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333333,24.1193333333334
T0179,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667,23.4526666666667
T0180,23.386,23.386,23.386,23.386,23.386,23.386,23.386,23.386,23.386,23.386
T0181,23.4193333333333,23.4193333333333,23.4193333333333,23.4193333333333,23.4193333333333,23.4193333333333,23.4193333333333,23.4193333333333,23.4193333333333,23.4193333333334
T0182,24.186,24.186,24.186,24.186,24.186,24.186,24.186,24.186,24.186,24.186
T0183,23.8556666666667,23.8556666666667,23.8556666666667,23.8556666666667,23.8556666666667,23.8556666666667,23.8556666666667,23.8556666666667,23.8556666666667,23.8556666666667
T0184,24.189,24.189,24.189,24.189,24.189,24.189,24.189,24.189,24.189,24.189
T0185,23.5193333333333,23.5193333333333,23.5193333333333,23.5193333333333,23.5193333333333,23.5193333333333,23.5193333333333,23.5193333333333,23.5193333333333,23.5193333333334
T0186,23.1223333333333,23.1223333333333,23.1223333333333,23.1223333333333,23.1223333333333,23.1223333333333,23.1223333333333,23.1223333333333,23.1223333333333,23.1223333333334
T0187,23.021,23.021,23.021,23.021,23.021,23.021,23.021,23.021,23.021,23.021
T0188,23.7876666666667,23.7876666666667,23.7876666666667,23.7876666666667,23.7876666666667,23.7876666666667,23.7876666666667,23.7876666666667,23.7876666666667,23.7876666666667
T0189,23.321,23.321,23.321,23.321,23.321,23.321,23.321,23.321,23.321,23.321
T0190,21.321,21.321,21.321,21.321,21.321,21.321,21.321,21.321,21.321,21.321
T0191,20.948,20.948,20.948,20.948,20.948,20.948,20.948,20.948,20.948,20.948
T0192,19.488,19.488,19.488,19.488,19.488,19.488,19.488,19.488,19.488,19.488
T0193,18.401,18.401,18.401,18.401,18.401,18.401,18.401,18.401,18.401,18.401
T0194,17.901,17.901,17.901,17.901,17.901,17.901,17.901,17.901,17.901,17.901
T0195,17.9946666666667,17.9946666666667,17.9946666666667,17.9946666666667,17.9946666666667,17.9946666666667,17.9946666666667,17.9946666666667,17.9946666666667,17.9946666666667
